# ja/nein/Enthaltung/ungueltig/nichtabgegeben: votes cast in each category across all Abstimmungen in range
# total_votes: sum of the above
# ratio_*: category / total_votes (weighted per vote, so a day with many bundled votes counts more)
# days_present/days_total/days_absent: sitting days attended/total/missed
#   (a day counts as attended if the member cast a real vote on at least one Abstimmung that day)
# ratio_days_present/ratio_days_absent: days_present/days_absent divided by days_total (weighted per day, not per vote)
Fraktion/Gruppe;Vorname;Name;ja;nein;Enthaltung;ungültig;nichtabgegeben;total_votes;ratio_ja;ratio_nein;ratio_Enthaltung;ratio_ungültig;ratio_nichtabgegeben;days_present;days_total;days_absent;ratio_days_present;ratio_days_absent;slug
SPD;Alexander;Bartz;94;31;0;0;5;130;0.7230769230769231;0.23846153846153847;0.0;0.0;0.038461538461538464;63;64;1;0.984375;0.015625;Alexander-Bartz
CDU/CSU;Marc;Biadacz;100;76;2;0;5;183;0.546448087431694;0.41530054644808745;0.01092896174863388;0.0;0.0273224043715847;84;87;3;0.9655172413793104;0.034482758620689655;Marc-Biadacz
SPD;Frauke;Heiligenstadt;131;47;0;0;5;183;0.7158469945355191;0.2568306010928962;0.0;0.0;0.0273224043715847;83;87;4;0.9540229885057471;0.04597701149425287;Frauke-Heiligenstadt
SPD;Elisabeth;Kaiser;128;49;0;0;6;183;0.6994535519125683;0.2677595628415301;0.0;0.0;0.03278688524590164;82;87;5;0.9425287356321839;0.05747126436781609;Elisabeth-Kaiser
FDP;Alexander;Müller;130;43;4;0;6;183;0.7103825136612022;0.23497267759562843;0.02185792349726776;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Alexander-Müller
SPD;Bernhard;Daldrup;132;45;0;0;6;183;0.7213114754098361;0.2459016393442623;0.0;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Bernhard-Daldrup
FDP;Knut;Gerschau;130;46;1;0;6;183;0.7103825136612022;0.25136612021857924;0.00546448087431694;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Knut-Gerschau
FDP;Carl-Julius;Cronenberg;130;44;3;0;6;183;0.7103825136612022;0.24043715846994534;0.01639344262295082;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Carl-Julius-Cronenberg
SPD;Daniel;Baldy;129;48;0;0;6;183;0.7049180327868853;0.26229508196721313;0.0;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Daniel-Baldy
SPD;Johannes;Fechner;127;50;0;0;6;183;0.6939890710382514;0.273224043715847;0.0;0.0;0.03278688524590164;83;87;4;0.9540229885057471;0.04597701149425287;Johannes-Fechner
SPD;Jan;Plobner;130;47;0;0;6;183;0.7103825136612022;0.2568306010928962;0.0;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Jan-Plobner
SPD;Markus;Töns;128;49;0;0;6;183;0.6994535519125683;0.2677595628415301;0.0;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Markus-Töns
FDP;Anikó;Glogowski-Merten;127;48;2;0;6;183;0.6939890710382514;0.26229508196721313;0.01092896174863388;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Anikó-Glogowski-Merten
FDP;Martin;Gassner-Herz;129;46;2;0;6;183;0.7049180327868853;0.25136612021857924;0.01092896174863388;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Martin-Gassner-Herz
SPD;Felix;Döring;129;47;1;0;6;183;0.7049180327868853;0.2568306010928962;0.00546448087431694;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Felix-Döring
CDU/CSU;Volker;Ullrich;101;74;2;0;6;183;0.5519125683060109;0.40437158469945356;0.01092896174863388;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Volker-Ullrich
BÜ90/GR;Hanna;Steinmüller;127;49;1;0;6;183;0.6939890710382514;0.2677595628415301;0.00546448087431694;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Hanna-Steinmüller
FDP;Otto;Fricke;127;46;4;0;6;183;0.6939890710382514;0.25136612021857924;0.02185792349726776;0.0;0.03278688524590164;86;87;1;0.9885057471264368;0.011494252873563218;Otto-Fricke
SPD;Annika;Klose;128;49;0;0;6;183;0.6994535519125683;0.2677595628415301;0.0;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Annika-Klose
SPD;Kaweh;Mansoori;94;32;0;0;6;132;0.7121212121212122;0.24242424242424243;0.0;0.0;0.045454545454545456;58;62;4;0.9354838709677419;0.06451612903225806;Kaweh-Mansoori
BÜ90/GR;Konstantin;Notz;129;47;1;0;6;183;0.7049180327868853;0.2568306010928962;0.00546448087431694;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Konstantin-Notz
SPD;Ruppert;Stüwe;116;58;3;0;6;183;0.6338797814207651;0.31693989071038253;0.01639344262295082;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Ruppert-Stüwe
CDU/CSU;Michael;Hennrich;36;32;1;0;6;75;0.48;0.4266666666666667;0.013333333333333334;0.0;0.08;30;31;1;0.967741935483871;0.03225806451612903;Michael-Hennrich
SPD;Matthias;Miersch;129;48;0;0;6;183;0.7049180327868853;0.26229508196721313;0.0;0.0;0.03278688524590164;83;87;4;0.9540229885057471;0.04597701149425287;Matthias-Miersch
Die Linke;Matthias W.;Birkwald;41;114;22;0;6;183;0.22404371584699453;0.6229508196721312;0.12021857923497267;0.0;0.03278688524590164;83;87;4;0.9540229885057471;0.04597701149425287;Matthias-W-Birkwald
CDU/CSU;Patrick;Schnieder;100;75;2;0;6;183;0.546448087431694;0.4098360655737705;0.01092896174863388;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Patrick-Schnieder
BÜ90/GR;Kordula;Schulz-Asche;130;46;1;0;6;183;0.7103825136612022;0.25136612021857924;0.00546448087431694;0.0;0.03278688524590164;84;87;3;0.9655172413793104;0.034482758620689655;Kordula-Schulz-Asche
SPD;Susanne;Mittag;128;49;0;0;6;183;0.6994535519125683;0.2677595628415301;0.0;0.0;0.03278688524590164;86;87;1;0.9885057471264368;0.011494252873563218;Susanne-Mittag
CDU/CSU;Mechthilde;Wittmann;100;75;2;0;6;183;0.546448087431694;0.4098360655737705;0.01092896174863388;0.0;0.03278688524590164;85;87;2;0.9770114942528736;0.022988505747126436;Mechthilde-Wittmann
CDU/CSU;Alexander;Hoffmann;100;75;2;0;6;183;0.546448087431694;0.4098360655737705;0.01092896174863388;0.0;0.03278688524590164;83;87;4;0.9540229885057471;0.04597701149425287;Alexander-Hoffmann
FDP;Rainer;Semet;131;44;1;0;7;183;0.7158469945355191;0.24043715846994534;0.00546448087431694;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Rainer-Semet
CDU/CSU;Stephan;Albani;101;73;2;0;7;183;0.5519125683060109;0.3989071038251366;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Stephan-Albani
BÜ90/GR;Armin;Grau;127;48;1;0;7;183;0.6939890710382514;0.26229508196721313;0.00546448087431694;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Armin-Grau
FDP;Michael;Kruse;128;46;2;0;7;183;0.6994535519125683;0.25136612021857924;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Michael-Kruse
BÜ90/GR;Sandra;Detzer;129;47;0;0;7;183;0.7049180327868853;0.2568306010928962;0.0;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Sandra-Detzer
SPD;Bärbel;Bas;127;48;1;0;7;183;0.6939890710382514;0.26229508196721313;0.00546448087431694;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Bärbel-Bas
SPD;Nina;Scheer;127;49;0;0;7;183;0.6939890710382514;0.2677595628415301;0.0;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Nina-Scheer
BÜ90/GR;Sebastian;Schäfer;127;47;2;0;7;183;0.6939890710382514;0.2568306010928962;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Sebastian-Schäfer
CDU/CSU;Carsten;Brodesser;98;76;2;0;7;183;0.5355191256830601;0.41530054644808745;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Carsten-Brodesser
BÜ90/GR;Stefan;Gelbhaar;127;46;3;0;7;183;0.6939890710382514;0.25136612021857924;0.01639344262295082;0.0;0.03825136612021858;85;87;2;0.9770114942528736;0.022988505747126436;Stefan-Gelbhaar
CDU/CSU;Carsten;Müller (Braunschweig);98;76;2;0;7;183;0.5355191256830601;0.41530054644808745;0.01092896174863388;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Carsten-Müller-Braunschweig
SPD;Timon;Gremmels;94;31;0;0;7;132;0.7121212121212122;0.23484848484848486;0.0;0.0;0.05303030303030303;58;62;4;0.9354838709677419;0.06451612903225806;Timon-Gremmels
CDU/CSU;Susanne;Hierl;99;75;2;0;7;183;0.5409836065573771;0.4098360655737705;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Susanne-Hierl
CDU/CSU;Klaus;Mack;101;73;2;0;7;183;0.5519125683060109;0.3989071038251366;0.01092896174863388;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Klaus-Mack
FDP;Reinhard;Houben;129;46;1;0;7;183;0.7049180327868853;0.25136612021857924;0.00546448087431694;0.0;0.03825136612021858;82;87;5;0.9425287356321839;0.05747126436781609;Reinhard-Houben
FDP;Tim;Wagner;35;13;0;0;7;55;0.6363636363636364;0.23636363636363636;0.0;0.0;0.12727272727272726;25;28;3;0.8928571428571429;0.10714285714285714;Tim-Wagner
SPD;Martina;Stamm-Fibich;129;47;0;0;7;183;0.7049180327868853;0.2568306010928962;0.0;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Martina-Stamm-Fibich
CDU/CSU;Christian;Stetten;101;73;2;0;7;183;0.5519125683060109;0.3989071038251366;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Christian-Stetten
CDU/CSU;Michael;Kießling;100;74;2;0;7;183;0.546448087431694;0.40437158469945356;0.01092896174863388;0.0;0.03825136612021858;82;87;5;0.9425287356321839;0.05747126436781609;Michael-Kießling
AfD;Fabian;Jacobi;46;114;16;0;7;183;0.25136612021857924;0.6229508196721312;0.08743169398907104;0.0;0.03825136612021858;82;87;5;0.9425287356321839;0.05747126436781609;Fabian-Jacobi
SPD;Jasmina;Hostert;129;47;0;0;7;183;0.7049180327868853;0.2568306010928962;0.0;0.0;0.03825136612021858;82;87;5;0.9425287356321839;0.05747126436781609;Jasmina-Hostert
BÜ90/GR;Deborah;Düring;125;50;1;0;7;183;0.6830601092896175;0.273224043715847;0.00546448087431694;0.0;0.03825136612021858;85;87;2;0.9770114942528736;0.022988505747126436;Deborah-Düring
SPD;Katrin;Zschau;127;49;0;0;7;183;0.6939890710382514;0.2677595628415301;0.0;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Katrin-Zschau
SPD;Katrin;Budde;127;48;1;0;7;183;0.6939890710382514;0.26229508196721313;0.00546448087431694;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Katrin-Budde
BÜ90/GR;Manuela;Rottmann;119;44;0;0;7;170;0.7;0.25882352941176473;0.0;0.0;0.041176470588235294;78;81;3;0.9629629629629629;0.037037037037037035;Manuela-Rottmann
SPD;Sabine;Poschmann;128;48;0;0;7;183;0.6994535519125683;0.26229508196721313;0.0;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Sabine-Poschmann
BÜ90/GR;Marcel;Emmerich;126;49;1;0;7;183;0.6885245901639344;0.2677595628415301;0.00546448087431694;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Marcel-Emmerich
BÜ90/GR;Maria;Klein-Schmeink;130;45;1;0;7;183;0.7103825136612022;0.2459016393442623;0.00546448087431694;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Maria-Klein-Schmeink
CDU/CSU;Maximilian;Mörseburg;101;73;2;0;7;183;0.5519125683060109;0.3989071038251366;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Maximilian-Mörseburg
Die Linke;Ralph;Lenkert;39;115;22;0;7;183;0.21311475409836064;0.6284153005464481;0.12021857923497267;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Ralph-Lenkert
AfD;Steffen;Janich;37;121;18;0;7;183;0.20218579234972678;0.6612021857923497;0.09836065573770492;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Steffen-Janich
CDU/CSU;Hansjörg;Durz;98;76;2;0;7;183;0.5355191256830601;0.41530054644808745;0.01092896174863388;0.0;0.03825136612021858;84;87;3;0.9655172413793104;0.034482758620689655;Hansjörg-Durz
AfD;Hannes;Gnauck;47;113;16;0;7;183;0.2568306010928962;0.6174863387978142;0.08743169398907104;0.0;0.03825136612021858;83;87;4;0.9540229885057471;0.04597701149425287;Hannes-Gnauck
BÜ90/GR;Helge;Limburg;127;46;3;0;7;183;0.6939890710382514;0.25136612021857924;0.01639344262295082;0.0;0.03825136612021858;85;87;2;0.9770114942528736;0.022988505747126436;Helge-Limburg
BÜ90/GR;Emilia;Fester;125;47;3;0;8;183;0.6830601092896175;0.2568306010928962;0.01639344262295082;0.0;0.04371584699453552;83;87;4;0.9540229885057471;0.04597701149425287;Emilia-Fester
CDU/CSU;Hermann-Josef;Tebroke;100;73;2;0;8;183;0.546448087431694;0.3989071038251366;0.01092896174863388;0.0;0.04371584699453552;83;87;4;0.9540229885057471;0.04597701149425287;Hermann-Josef-Tebroke
CDU/CSU;Hermann;Gröhe;99;73;3;0;8;183;0.5409836065573771;0.3989071038251366;0.01639344262295082;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Hermann-Gröhe
SPD;Johannes;Schraps;130;45;0;0;8;183;0.7103825136612022;0.2459016393442623;0.0;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Johannes-Schraps
SPD;Nils;Schmid;129;46;0;0;8;183;0.7049180327868853;0.25136612021857924;0.0;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Nils-Schmid
SPD;Michael;Schrodi;128;47;0;0;8;183;0.6994535519125683;0.2568306010928962;0.0;0.0;0.04371584699453552;82;87;5;0.9425287356321839;0.05747126436781609;Michael-Schrodi
BÜ90/GR;Karl;Bär;125;49;1;0;8;183;0.6830601092896175;0.2677595628415301;0.00546448087431694;0.0;0.04371584699453552;82;87;5;0.9425287356321839;0.05747126436781609;Karl-Bär
SPD;Michael;Müller;127;46;2;0;8;183;0.6939890710382514;0.25136612021857924;0.01092896174863388;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Michael-Müller
SPD;Uli;Grötsch;98;36;0;0;8;142;0.6901408450704225;0.2535211267605634;0.0;0.0;0.056338028169014086;64;68;4;0.9411764705882353;0.058823529411764705;Uli-Grötsch
CDU/CSU;Stephan;Stracke;100;73;2;0;8;183;0.546448087431694;0.3989071038251366;0.01092896174863388;0.0;0.04371584699453552;81;87;6;0.9310344827586207;0.06896551724137931;Stephan-Stracke
BÜ90/GR;Ottmar;Holtz;31;15;1;0;8;55;0.5636363636363636;0.2727272727272727;0.01818181818181818;0.0;0.14545454545454545;26;28;2;0.9285714285714286;0.07142857142857142;Ottmar-Holtz
FDP;Markus;Herbrand;129;45;1;0;8;183;0.7049180327868853;0.2459016393442623;0.00546448087431694;0.0;0.04371584699453552;83;87;4;0.9540229885057471;0.04597701149425287;Markus-Herbrand
FDP;Manuel;Höferlin;130;44;1;0;8;183;0.7103825136612022;0.24043715846994534;0.00546448087431694;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Manuel-Höferlin
FDP;Kristine;Lütke;129;45;1;0;8;183;0.7049180327868853;0.2459016393442623;0.00546448087431694;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Kristine-Lütke
FDP;Thomas;Hacker;132;43;0;0;8;183;0.7213114754098361;0.23497267759562843;0.0;0.0;0.04371584699453552;85;87;2;0.9770114942528736;0.022988505747126436;Thomas-Hacker
SPD;Yasmin;Fahimi;8;6;0;0;8;22;0.36363636363636365;0.2727272727272727;0.0;0.0;0.36363636363636365;7;11;4;0.6363636363636364;0.36363636363636365;Yasmin-Fahimi
CDU/CSU;Volker;Mayer-Lay;99;73;3;0;8;183;0.5409836065573771;0.3989071038251366;0.01639344262295082;0.0;0.04371584699453552;83;87;4;0.9540229885057471;0.04597701149425287;Volker-Mayer-Lay
BÜ90/GR;Susanne;Menge;129;45;1;0;8;183;0.7049180327868853;0.2459016393442623;0.00546448087431694;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Susanne-Menge
SPD;Metin;Hakverdi;131;44;0;0;8;183;0.7158469945355191;0.24043715846994534;0.0;0.0;0.04371584699453552;85;87;2;0.9770114942528736;0.022988505747126436;Metin-Hakverdi
FDP;Nils;Gründer;96;36;2;0;8;142;0.676056338028169;0.2535211267605634;0.014084507042253521;0.0;0.056338028169014086;68;71;3;0.9577464788732394;0.04225352112676056;Nils-Gründer
SPD;Luiza;Licina-Bode;127;48;0;0;8;183;0.6939890710382514;0.26229508196721313;0.0;0.0;0.04371584699453552;83;87;4;0.9540229885057471;0.04597701149425287;Luiza-Licina-Bode
SPD;Svenja;Stadler;126;48;1;0;8;183;0.6885245901639344;0.26229508196721313;0.00546448087431694;0.0;0.04371584699453552;82;87;5;0.9425287356321839;0.05747126436781609;Svenja-Stadler
CDU/CSU;Johannes;Steiniger;102;71;2;0;8;183;0.5573770491803278;0.3879781420765027;0.01092896174863388;0.0;0.04371584699453552;84;87;3;0.9655172413793104;0.034482758620689655;Johannes-Steiniger
CDU/CSU;Klaus;Wiener;97;75;2;0;9;183;0.5300546448087432;0.4098360655737705;0.01092896174863388;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Klaus-Wiener
CDU/CSU;Christoph;Vries;99;72;3;0;9;183;0.5409836065573771;0.39344262295081966;0.01639344262295082;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Christoph-Vries
FDP;Christoph;Meyer;127;46;1;0;9;183;0.6939890710382514;0.25136612021857924;0.00546448087431694;0.0;0.04918032786885246;84;87;3;0.9655172413793104;0.034482758620689655;Christoph-Meyer
FDP;Gero Clemens;Hocker;127;47;0;0;9;183;0.6939890710382514;0.2568306010928962;0.0;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Gero-Clemens-Hocker
SPD;Parsa;Marvi;127;47;0;0;9;183;0.6939890710382514;0.2568306010928962;0.0;0.0;0.04918032786885246;81;87;6;0.9310344827586207;0.06896551724137931;Parsa-Marvi
FDP;Peter;Heidt;131;42;1;0;9;183;0.7158469945355191;0.22950819672131148;0.00546448087431694;0.0;0.04918032786885246;85;87;2;0.9770114942528736;0.022988505747126436;Peter-Heidt
FDP;Katja;Adler;120;44;10;0;9;183;0.6557377049180327;0.24043715846994534;0.0546448087431694;0.0;0.04918032786885246;83;87;4;0.9540229885057471;0.04597701149425287;Katja-Adler
SPD;Sabine;Dittmar;124;50;0;0;9;183;0.6775956284153005;0.273224043715847;0.0;0.0;0.04918032786885246;84;87;3;0.9655172413793104;0.034482758620689655;Sabine-Dittmar
AfD;Götz;Frömming;45;112;17;0;9;183;0.2459016393442623;0.6120218579234973;0.09289617486338798;0.0;0.04918032786885246;87;87;0;1.0;0.0;Götz-Frömming
FDP;Reginald;Hanke;74;30;15;0;9;128;0.578125;0.234375;0.1171875;0.0;0.0703125;56;59;3;0.9491525423728814;0.05084745762711865;Reginald-Hanke
AfD;Michael;Espendiller;44;113;17;0;9;183;0.24043715846994534;0.6174863387978142;0.09289617486338798;0.0;0.04918032786885246;84;87;3;0.9655172413793104;0.034482758620689655;Michael-Espendiller
CDU/CSU;Antje;Tillmann;99;72;3;0;9;183;0.5409836065573771;0.39344262295081966;0.01639344262295082;0.0;0.04918032786885246;83;87;4;0.9540229885057471;0.04597701149425287;Antje-Tillmann
SPD;Daniel;Schneider;130;44;0;0;9;183;0.7103825136612022;0.24043715846994534;0.0;0.0;0.04918032786885246;84;87;3;0.9655172413793104;0.034482758620689655;Daniel-Schneider
SPD;Carmen;Wegge;126;48;0;0;9;183;0.6885245901639344;0.26229508196721313;0.0;0.0;0.04918032786885246;83;87;4;0.9540229885057471;0.04597701149425287;Carmen-Wegge
AfD;Peter;Boehringer;44;115;15;0;9;183;0.24043715846994534;0.6284153005464481;0.08196721311475409;0.0;0.04918032786885246;83;87;4;0.9540229885057471;0.04597701149425287;Peter-Boehringer
CDU/CSU;Markus;Uhl;101;72;1;0;9;183;0.5519125683060109;0.39344262295081966;0.00546448087431694;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Markus-Uhl
AfD;Rainer;Rothfuß;25;66;8;0;9;108;0.23148148148148148;0.6111111111111112;0.07407407407407407;0.0;0.08333333333333333;51;56;5;0.9107142857142857;0.08928571428571429;Rainer-Rothfuß
CDU/CSU;Petra;Nicolaisen;99;73;2;0;9;183;0.5409836065573771;0.3989071038251366;0.01092896174863388;0.0;0.04918032786885246;83;87;4;0.9540229885057471;0.04597701149425287;Petra-Nicolaisen
BÜ90/GR;Till;Steffen;127;46;1;0;9;183;0.6939890710382514;0.25136612021857924;0.00546448087431694;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Till-Steffen
BÜ90/GR;Misbah;Khan;125;48;1;0;9;183;0.6830601092896175;0.26229508196721313;0.00546448087431694;0.0;0.04918032786885246;84;87;3;0.9655172413793104;0.034482758620689655;Misbah-Khan
BÜ90/GR;Christian;Kühn (Tübingen);93;34;0;0;9;136;0.6838235294117647;0.25;0.0;0.0;0.0661764705882353;63;65;2;0.9692307692307692;0.03076923076923077;Christian-Kühn-Tübingen
CDU/CSU;Marc;Henrichmann;99;73;2;0;9;183;0.5409836065573771;0.3989071038251366;0.01092896174863388;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Marc-Henrichmann
SPD;Isabel;Cademartori Dujisin;127;47;0;0;9;183;0.6939890710382514;0.2568306010928962;0.0;0.0;0.04918032786885246;82;87;5;0.9425287356321839;0.05747126436781609;Isabel-Cademartori-Dujisin
CDU/CSU;Anja;Karliczek;100;71;3;0;9;183;0.546448087431694;0.3879781420765027;0.01639344262295082;0.0;0.04918032786885246;81;87;6;0.9310344827586207;0.06896551724137931;Anja-Karliczek
SPD;Thomas;Lutze;71;90;13;0;9;183;0.3879781420765027;0.4918032786885246;0.07103825136612021;0.0;0.04918032786885246;85;87;2;0.9770114942528736;0.022988505747126436;Thomas-Lutze
SPD;Marianne;Schieder;126;45;2;0;10;183;0.6885245901639344;0.2459016393442623;0.01092896174863388;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Marianne-Schieder
BÜ90/GR;Bernhard;Herrmann;120;48;5;0;10;183;0.6557377049180327;0.26229508196721313;0.0273224043715847;0.0;0.0546448087431694;83;87;4;0.9540229885057471;0.04597701149425287;Bernhard-Herrmann
BÜ90/GR;Awet;Tesfaiesus;123;49;1;0;10;183;0.6721311475409836;0.2677595628415301;0.00546448087431694;0.0;0.0546448087431694;83;87;4;0.9540229885057471;0.04597701149425287;Awet-Tesfaiesus
SPD;Lennard;Oehl;129;44;0;0;10;183;0.7049180327868853;0.24043715846994534;0.0;0.0;0.0546448087431694;82;87;5;0.9425287356321839;0.05747126436781609;Lennard-Oehl
BÜ90/GR;Filiz;Polat;122;50;1;0;10;183;0.6666666666666666;0.273224043715847;0.00546448087431694;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Filiz-Polat
CDU/CSU;Georg;Kippels;98;74;1;0;10;183;0.5355191256830601;0.40437158469945356;0.00546448087431694;0.0;0.0546448087431694;80;87;7;0.9195402298850575;0.08045977011494253;Georg-Kippels
BÜ90/GR;Lamya;Kaddor;127;45;1;0;10;183;0.6939890710382514;0.2459016393442623;0.00546448087431694;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Lamya-Kaddor
AfD;Barbara;Lenk;22;63;12;0;10;107;0.205607476635514;0.5887850467289719;0.11214953271028037;0.0;0.09345794392523364;42;47;5;0.8936170212765957;0.10638297872340426;Barbara-Lenk
SPD;Dunja;Kreiser;127;46;0;0;10;183;0.6939890710382514;0.25136612021857924;0.0;0.0;0.0546448087431694;83;87;4;0.9540229885057471;0.04597701149425287;Dunja-Kreiser
SPD;Sarah;Lahrkamp;129;44;0;0;10;183;0.7049180327868853;0.24043715846994534;0.0;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Sarah-Lahrkamp
SPD;Franziska;Mascheck;127;46;0;0;10;183;0.6939890710382514;0.25136612021857924;0.0;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Franziska-Mascheck
CDU/CSU;Franziska;Hoppermann;97;74;2;0;10;183;0.5300546448087432;0.40437158469945356;0.01092896174863388;0.0;0.0546448087431694;85;87;2;0.9770114942528736;0.022988505747126436;Franziska-Hoppermann
AfD;Tobias Matthias;Peterka;40;114;19;0;10;183;0.2185792349726776;0.6229508196721312;0.10382513661202186;0.0;0.0546448087431694;85;87;2;0.9770114942528736;0.022988505747126436;Tobias-Matthias-Peterka
BÜ90/GR;Marlene;Schönberger;123;49;1;0;10;183;0.6721311475409836;0.2677595628415301;0.00546448087431694;0.0;0.0546448087431694;83;87;4;0.9540229885057471;0.04597701149425287;Marlene-Schönberger
FDP;Andrew;Ullmann;127;45;1;0;10;183;0.6939890710382514;0.2459016393442623;0.00546448087431694;0.0;0.0546448087431694;84;87;3;0.9655172413793104;0.034482758620689655;Andrew-Ullmann
SPD;Michael;Thews;128;45;0;0;10;183;0.6994535519125683;0.2459016393442623;0.0;0.0;0.0546448087431694;82;87;5;0.9425287356321839;0.05747126436781609;Michael-Thews
CDU/CSU;Jens;Lehmann;99;71;3;0;10;183;0.5409836065573771;0.3879781420765027;0.01639344262295082;0.0;0.0546448087431694;82;87;5;0.9425287356321839;0.05747126436781609;Jens-Lehmann
SPD;Armand;Zorn;126;47;0;0;10;183;0.6885245901639344;0.2568306010928962;0.0;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Armand-Zorn
SPD;Rita;Hagl-Kehl;125;48;0;0;10;183;0.6830601092896175;0.26229508196721313;0.0;0.0;0.0546448087431694;80;87;7;0.9195402298850575;0.08045977011494253;Rita-Hagl-Kehl
SPD;Claudia;Tausend;125;48;0;0;10;183;0.6830601092896175;0.26229508196721313;0.0;0.0;0.0546448087431694;83;87;4;0.9540229885057471;0.04597701149425287;Claudia-Tausend
CDU/CSU;Anne;Janssen;96;75;2;0;10;183;0.5245901639344263;0.4098360655737705;0.01092896174863388;0.0;0.0546448087431694;81;87;6;0.9310344827586207;0.06896551724137931;Anne-Janssen
CDU/CSU;Mareike Lotte;Wulf;96;74;2;0;11;183;0.5245901639344263;0.40437158469945356;0.01092896174863388;0.0;0.060109289617486336;80;87;7;0.9195402298850575;0.08045977011494253;Mareike-Lotte-Wulf
SPD;Heike;Engelhardt;126;46;0;0;11;183;0.6885245901639344;0.25136612021857924;0.0;0.0;0.060109289617486336;80;87;7;0.9195402298850575;0.08045977011494253;Heike-Engelhardt
